"","year_Birth","Income","kids","Recency","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp1","Response"
"1537",1984,23976,1,68,3,3,1,3,7,0,0
"1538",1987,41020,0,68,1,3,2,4,3,0,0
"1539",1984,36108,1,68,3,7,1,4,9,1,0
"1540",1951,57530,1,68,1,1,1,4,1,0,0
"1541",1964,62905,1,68,3,7,2,8,4,0,0
"1542",1945,65846,0,68,1,6,3,6,4,0,0
"1543",1977,34380,1,68,4,4,1,3,8,0,0
"1544",1964,41638,1,68,4,5,5,3,8,1,0
"1545",1992,63207,0,68,1,2,3,6,7,1,0
"1546",1950,28320,1,68,1,1,0,3,8,0,0
"1547",1957,43140,1,68,1,4,1,5,6,0,0
"1548",1971,52531,0,68,2,7,2,10,6,0,0
"1549",1977,40246,1,68,1,1,0,2,6,0,0
"1550",1984,35196,1,68,6,6,1,5,8,0,1
"1551",1984,35196,1,68,6,6,1,5,8,0,0
"1552",1985,70596,0,68,1,3,5,12,2,0,0
"1553",1985,70596,0,68,1,3,5,12,2,0,0
"1554",1962,52597,1,69,3,6,3,8,5,0,0
"1555",1972,42394,1,69,1,1,0,3,7,0,0
"1556",1969,81657,0,69,1,3,4,8,1,0,0
"1557",1960,49154,2,69,6,4,1,8,6,0,0
"1558",1952,34074,2,69,5,3,3,3,6,1,0
"1560",1955,70638,0,69,1,4,5,10,3,1,0
"1561",1978,38136,1,69,2,3,1,2,8,1,0
"1562",1973,67432,1,69,2,8,5,4,4,0,0
"1563",1951,40689,1,69,7,7,1,5,8,0,0
"1564",1951,40689,1,69,7,7,1,5,8,0,0
"1565",1983,101970,0,69,0,6,8,13,2,3,1
"1566",1972,44325,1,69,4,8,2,7,8,1,0
"1567",1948,61467,2,69,3,5,2,10,5,0,0
"1568",1975,48178,2,69,6,5,1,4,8,0,0
"1569",1980,16005,1,69,3,2,1,2,8,0,0
"1570",1973,79593,0,70,1,5,6,7,2,1,0
"1571",1973,79593,0,70,1,5,6,7,2,1,0
"1572",1959,61180,1,70,2,5,5,6,3,1,0
"1573",1989,64449,1,70,4,5,3,12,4,0,0
"1574",1963,77437,0,70,1,4,5,13,1,1,0
"1575",1976,17649,1,70,3,3,0,3,8,0,0
"1576",1954,53103,1,70,5,10,6,7,7,1,0
"1577",1971,71819,1,70,3,3,3,5,6,2,0
"1578",1971,74290,1,70,4,10,8,10,6,2,0
"1579",1951,72282,0,70,1,5,7,9,7,0,1
"1580",1951,47352,1,70,4,6,1,5,7,0,0
"1581",1951,47352,1,70,4,6,1,5,7,0,0
"1582",1961,46524,1,70,2,1,1,5,3,0,0
"1583",1976,50200,2,70,6,7,1,5,8,0,0
"1584",1990,18222,0,70,1,2,0,3,8,0,0
"1585",1952,77610,1,70,2,4,7,4,7,0,0
"1586",1970,38097,2,70,4,3,2,2,7,1,1
"1587",1968,44377,2,70,8,5,1,5,8,0,0
"1588",1981,58684,0,71,1,5,3,12,2,1,0
"1589",1965,66480,2,71,7,4,1,7,4,0,0
"1590",1952,49638,1,71,1,1,0,3,2,0,0
"1591",1950,50616,1,71,1,1,1,4,2,0,0
"1592",1967,26642,1,71,2,2,0,3,6,0,0
"1593",1986,33235,1,71,1,3,0,3,7,0,0
"1594",1969,23228,1,71,2,2,0,3,8,0,0
"1595",1959,36732,2,71,3,1,1,4,2,0,0
"1596",1946,82657,0,71,1,7,5,10,4,2,0
"1597",1964,64140,2,71,5,2,5,6,5,3,1
"1598",1974,44392,2,71,5,4,1,4,7,0,0
"1599",1990,16185,1,71,2,2,2,2,8,0,0
"1600",1978,38702,1,71,2,3,0,4,6,0,0
"1601",1963,54072,2,71,1,2,0,2,8,0,0
"1602",1987,61787,0,71,1,8,4,6,5,0,0
"1603",1992,34935,0,71,1,2,1,4,7,0,0
"1604",1992,34935,0,71,1,2,1,4,7,0,0
"1605",1950,59292,1,71,2,3,5,8,3,0,0
"1606",1950,59292,1,71,2,3,5,8,3,0,0
"1607",1955,57959,1,71,5,4,7,11,3,0,0
"1608",1983,92491,0,71,1,7,5,12,3,3,1
"1609",1984,42207,1,71,4,4,1,5,6,1,1
"1610",1956,46984,2,71,1,1,0,3,5,0,0
"1611",1987,23442,1,71,1,1,0,3,7,0,0
"1612",1963,46757,1,71,6,4,4,7,9,0,0
"1613",1980,14515,1,71,4,2,2,3,7,0,1
"1614",1986,80910,0,71,1,3,3,8,1,0,0
"1615",1979,30545,1,71,2,2,0,3,7,0,0
"1616",1970,44802,0,71,2,9,4,12,8,0,0
"1617",1976,79941,0,72,1,2,4,9,1,0,0
"1618",1969,79734,0,72,1,4,3,6,1,1,0
"1619",1977,50353,0,72,1,4,4,6,3,0,0
"1620",1956,77376,2,72,4,6,3,10,4,0,0
"1621",1972,78075,0,72,1,3,5,5,1,0,0
"1622",1976,42473,2,72,3,2,1,4,5,0,0
"1623",1988,25008,1,72,2,1,0,3,8,0,0
"1624",1948,56223,1,72,2,2,1,5,4,0,0
"1625",1980,47850,1,72,1,3,0,4,6,0,0
"1626",1986,91820,0,72,0,5,5,12,1,0,0
"1627",1965,40637,2,72,2,1,0,3,7,0,0
"1628",1959,23295,0,72,1,1,0,2,8,0,0
"1629",1952,84574,0,72,1,9,11,11,5,0,0
"1630",1969,54165,0,72,1,2,1,7,2,0,0
"1631",1981,28510,2,72,3,2,0,4,5,0,0
"1632",1956,67131,1,72,3,9,2,12,6,0,0
"1633",1969,56242,1,72,5,8,4,11,6,0,0
"1634",1983,86580,0,72,0,4,2,5,1,1,0
"1635",1955,76005,0,72,1,3,5,13,6,1,0
"1636",1962,54693,1,72,8,6,4,13,6,0,0
"1637",1955,52750,1,72,6,5,7,9,4,0,0
"1638",1968,36997,2,72,5,2,1,4,5,0,0
"1639",1965,34230,2,72,1,1,0,2,7,0,0
"1640",1960,47916,1,72,5,7,4,6,6,1,0
"1641",1979,60839,2,72,13,2,2,12,8,0,0
"1642",1972,79930,0,72,1,3,5,8,2,0,0
"1643",1970,55158,2,72,4,7,2,5,7,0,1
"1644",1958,85485,0,73,1,6,6,6,2,0,0
"1645",1943,75865,0,73,1,3,5,10,1,0,0
"1646",1965,44375,1,73,1,4,1,6,5,0,0
"1647",1971,60504,1,73,2,6,2,8,6,0,0
"1648",1959,65492,0,73,2,4,7,13,2,0,0
"1649",1980,67506,1,73,1,4,1,6,3,0,0
"1650",1959,68805,1,73,1,3,1,7,2,0,0
"1651",1970,61209,0,73,1,5,3,4,2,0,0
"1652",1967,66825,0,73,1,4,5,6,2,0,0
"1653",1983,87188,0,73,1,10,2,6,3,0,1
"1654",1953,84953,0,73,1,3,10,4,2,3,1
"1655",1954,74637,0,73,1,6,9,9,3,1,0
"1656",1962,86111,0,73,1,5,7,10,2,0,0
"1657",1947,77632,0,73,1,4,2,6,2,2,1
"1658",1973,31814,1,73,2,2,0,3,9,1,0
"1659",1972,70116,0,73,1,2,8,12,1,0,0
"1660",1969,48240,0,73,3,6,3,13,5,0,1
"1661",1985,40101,1,73,4,6,1,6,7,0,0
"1662",1953,70503,0,73,1,2,4,9,6,2,0
"1663",1975,79205,0,73,1,6,5,4,4,1,1
"1664",1980,51766,1,74,2,4,2,4,5,0,0
"1665",1980,62994,1,74,1,6,2,4,6,0,0
"1666",1974,65640,1,74,1,5,1,8,2,0,0
"1667",1969,38361,1,74,3,3,1,3,7,0,0
"1668",1969,38361,1,74,3,3,1,3,7,0,0
"1669",1985,19986,1,74,1,0,0,3,7,0,0
"1670",1985,19986,1,74,1,0,0,3,7,0,0
"1671",1985,72903,0,74,1,7,5,8,4,3,1
"1672",1948,45072,3,74,5,6,1,4,8,0,0
"1673",1967,59062,3,74,2,2,0,3,4,0,0
"1674",1961,61794,1,74,2,4,4,10,2,0,0
"1675",1965,45143,1,74,3,6,1,5,7,0,0
"1676",1965,45143,1,74,3,6,1,5,7,0,0
"1677",1969,26877,0,74,2,3,1,6,6,0,0
"1678",1965,36921,2,74,2,2,0,3,7,0,0
"1679",1956,54342,2,74,4,3,1,4,6,0,0
"1680",1969,62772,1,74,1,5,6,11,2,1,0
"1681",1959,75032,1,74,2,5,4,9,3,0,0
"1682",1963,22419,0,74,1,3,2,2,8,0,0
"1683",1963,22419,0,74,1,3,2,2,8,0,0
"1684",1978,36550,1,74,5,9,1,5,9,0,0
"1685",1953,75027,1,74,2,9,4,6,5,0,0
"1686",1974,63159,0,74,1,3,5,8,3,1,0
"1687",1973,54108,2,74,13,8,2,9,8,0,0
"1688",1952,81795,0,74,1,4,11,7,2,0,0
"1689",1965,59594,1,74,1,8,1,7,7,1,0
"1690",1982,18492,1,75,1,1,0,2,8,0,0
"1691",1958,94472,1,75,1,5,5,5,5,2,0
"1692",1979,70337,0,75,1,2,2,12,1,0,0
"1693",1973,34853,2,75,2,2,0,3,6,0,0
"1695",1984,16269,1,75,3,3,0,3,8,0,0
"1696",1982,50272,1,75,3,4,1,5,7,0,0
"1697",1971,22804,1,75,1,2,0,2,9,0,0
"1698",1971,22804,1,75,1,2,0,2,9,0,0
"1699",1974,30631,1,75,1,3,1,2,7,0,0
"1700",1966,78420,0,75,1,3,10,8,1,0,0
"1701",1980,81741,0,75,0,6,6,7,2,0,0
"1702",1971,25721,1,75,1,1,1,2,7,0,1
"1703",1972,31907,0,75,1,6,1,6,7,0,0
"1704",1962,37859,3,75,2,1,0,3,8,0,0
"1705",1972,30261,3,75,1,0,0,3,8,0,0
"1706",1979,21645,1,75,3,3,0,3,9,0,1
"1707",1978,21282,1,76,2,2,1,2,6,0,0
"1708",1954,32144,2,76,4,2,1,3,7,1,0
"1709",1954,62637,1,76,1,2,2,5,2,0,0
"1710",1971,16626,2,76,3,3,0,3,9,0,0
"1711",1971,54690,2,76,3,3,1,5,3,0,0
"1712",1971,54690,2,76,3,3,1,5,3,0,0
"1713",1955,61284,0,76,1,11,2,8,6,1,0
"1714",1976,23718,1,76,3,3,1,2,7,0,0
"1715",1962,33419,1,76,2,2,0,4,7,0,0
"1716",1983,82025,0,76,1,3,2,6,1,1,1
"1717",1958,15056,2,76,5,2,2,3,5,0,0
"1718",1958,48192,0,76,3,2,8,12,8,3,1
"1719",1967,67309,2,76,15,9,6,9,7,0,0
"1720",1957,66033,1,76,2,8,3,7,7,0,0
"1721",1977,28769,1,76,3,4,1,4,9,0,0
"1722",1957,6835,1,76,0,0,0,1,20,0,0
"1723",1986,32880,1,76,1,1,0,3,8,0,0
"1724",1982,23616,1,76,2,3,0,3,8,0,1
"1725",1981,19419,1,76,4,4,0,3,9,0,0
"1726",1973,34961,1,77,3,3,1,3,7,0,0
"1727",1976,64892,1,77,2,6,4,12,4,0,0
"1728",1988,16248,1,77,3,2,1,3,6,0,0
"1729",1983,43776,1,77,1,1,0,2,6,0,0
"1730",1967,52074,1,77,1,2,2,2,4,1,0
"1731",1960,22123,0,77,1,2,1,3,5,0,0
"1732",1978,35544,1,77,1,2,0,3,7,0,0
"1733",1989,59060,1,77,3,3,1,7,4,0,0
"1734",1976,65665,1,77,1,5,10,8,3,0,0
"1735",1971,29819,1,77,3,3,0,3,6,0,0
"1736",1989,81217,0,77,1,3,7,11,1,0,0
"1737",1989,81217,0,77,1,3,7,11,1,0,0
"1738",1990,26095,1,77,1,1,0,3,7,0,0
"1739",1970,65706,0,77,1,11,3,12,7,3,1
"1740",1976,31859,1,77,1,1,0,2,7,0,0
"1741",1941,93027,0,77,0,7,10,5,2,1,0
"1742",1970,58710,1,77,6,11,5,9,6,0,0
"1743",1966,49618,2,77,4,3,1,3,7,0,0
"1744",1964,58308,1,77,4,2,6,3,8,0,0
"1745",1964,40800,3,77,2,3,0,3,7,0,0
"1746",1959,18690,0,77,1,1,1,2,8,0,0
"1747",1959,18690,0,77,1,1,1,2,8,0,0
"1748",1959,18690,0,77,1,1,1,2,8,0,0
"1749",1958,28087,2,77,3,2,2,2,7,0,0
"1750",1967,75702,2,77,5,4,6,11,8,0,0
"1751",1971,32892,1,78,2,3,0,3,8,0,0
"1752",1971,32892,1,78,2,3,0,3,8,0,0
"1753",1959,89120,0,78,1,5,6,7,1,1,0
"1754",1961,27116,2,78,2,2,0,3,7,0,0
"1755",1989,46107,1,78,1,1,1,4,3,0,0
"1756",1973,54466,2,78,1,1,0,2,5,0,0
"1757",1965,59686,1,78,1,4,1,6,4,0,0
"1758",1950,82460,0,78,1,5,3,6,1,0,0
"1759",1960,76045,0,78,1,4,5,11,2,1,0
"1760",1975,83829,0,78,0,4,7,6,1,3,1
"1761",1975,83829,0,78,0,4,7,6,1,3,1
"1762",1968,32889,2,78,3,2,1,3,5,0,0
"1763",1979,33462,1,78,1,2,0,3,7,0,0
"1764",1975,36627,2,78,1,0,0,3,5,0,0
"1765",1982,28718,1,78,2,2,0,3,8,0,0
"1766",1972,77981,1,78,3,7,4,7,5,0,0
"1767",1956,60230,1,78,2,6,3,6,5,0,0
"1768",1969,74918,0,78,1,5,9,6,3,1,0
"1769",1953,40464,1,78,6,8,2,8,8,0,0
"1770",1956,64857,0,78,1,7,5,10,4,0,0
"1771",1956,64857,0,78,1,7,5,10,4,0,0
"1772",1960,63381,1,78,4,4,5,13,2,0,0
"1773",1960,63381,1,78,4,4,5,13,2,0,0
"1774",1982,66664,0,78,1,5,7,6,3,0,0
"1775",1982,66664,0,78,1,5,7,6,3,0,0
"1776",1966,86358,2,78,4,5,3,6,8,0,0
"1777",1977,41443,1,79,6,8,1,5,8,0,0
"1778",1961,57072,1,79,2,7,5,13,5,1,0
"1779",1967,54178,1,79,1,2,2,5,2,0,0
"1780",1950,48767,3,79,3,2,1,3,5,0,0
"1781",1955,51124,2,79,2,1,0,3,3,0,0
"1782",1970,43020,1,79,3,4,1,4,6,0,0
"1783",1963,49980,1,79,2,3,1,5,5,0,0
"1784",1955,72906,0,79,1,3,4,9,1,0,0
"1785",1976,25176,2,79,1,1,0,2,7,0,0
"1786",1977,96876,0,79,1,7,7,9,2,3,1
"1787",1979,31086,2,79,2,1,1,2,8,1,0
"1788",1983,24072,1,79,1,1,0,2,8,0,0
"1789",1954,76773,0,79,1,2,2,11,1,0,0
"1790",1965,72190,0,79,1,5,6,4,3,0,0
"1791",1948,83837,0,79,1,9,10,5,4,2,1
"1792",1978,17345,1,79,2,2,1,2,8,0,0
"1793",1958,75154,1,79,1,6,3,6,3,0,1
"1794",1961,28249,0,80,1,2,0,3,6,0,0
"1795",1961,28249,0,80,1,2,0,3,6,0,0
"1796",1980,69661,0,80,1,7,3,12,3,0,0
"1797",1979,27922,1,80,1,2,0,3,4,0,0
"1798",1966,45903,1,80,2,2,1,3,4,0,0
"1799",1977,36273,1,80,2,3,0,3,6,0,0
"1800",1968,70777,1,80,3,5,3,12,3,0,0
"1801",1976,17148,1,80,4,3,1,3,8,0,0
"1802",1969,66476,1,80,2,6,8,10,4,0,0
"1803",1979,45057,1,80,1,2,0,3,5,0,0
"1804",1968,41120,2,80,3,2,1,3,6,0,0
"1806",1986,19485,2,80,1,1,0,2,7,0,0
"1807",1983,21840,1,80,1,1,0,3,9,0,0
"1808",1985,41473,1,80,1,2,0,3,7,0,0
"1809",1956,31395,2,80,4,2,1,3,6,0,0
"1810",1947,68117,1,80,2,11,8,4,6,1,1
"1811",1975,47682,1,80,4,4,3,8,5,0,0
"1812",1972,83151,0,80,1,5,7,10,2,3,1
"1813",1969,58086,1,80,2,11,3,7,8,0,0
"1814",1958,84460,0,80,0,9,9,4,5,4,1
"1815",1962,66565,1,80,4,4,2,9,8,0,0
"1816",1969,23910,1,80,1,2,0,3,7,0,0
"1817",1968,35893,2,80,6,3,1,5,8,0,0
"1818",1973,71128,1,80,3,2,10,12,7,0,0
"1819",1989,38683,1,80,6,4,1,6,7,0,0
"1820",1971,37150,1,80,8,4,3,6,7,0,0
"1821",1976,61064,1,80,5,8,4,11,6,0,0
"1822",1976,51650,1,81,1,4,1,4,5,0,0
"1823",1956,55249,1,81,1,2,1,4,3,0,0
"1824",1973,46854,2,81,6,5,1,3,8,1,1
"1825",1996,14421,0,81,1,1,0,2,5,1,0
"1826",1969,54132,1,81,1,1,0,3,7,0,0
"1827",1975,153924,0,81,0,0,0,0,0,0,0
"1828",1978,64813,1,81,1,7,2,10,5,0,0
"1829",1970,61872,1,81,4,4,4,9,4,0,0
"1830",1979,58025,1,81,3,3,2,10,4,0,0
"1831",1948,83790,0,81,1,8,10,6,3,2,0
"1832",1979,34350,1,81,1,1,0,3,7,0,0
"1833",1958,33438,2,81,4,2,1,4,5,0,0
"1834",1986,21955,1,81,2,2,1,3,6,0,0
"1835",1971,60491,1,81,4,6,11,7,5,0,0
"1836",1964,59304,1,81,3,7,8,10,5,0,0
"1837",1974,34421,1,81,1,1,0,2,7,0,0
"1838",1974,34421,1,81,1,1,0,2,7,0,0
"1839",1953,51411,3,81,1,0,0,3,5,0,0
"1840",1958,71964,0,81,1,5,6,5,3,0,0
"1841",1953,64504,3,81,7,11,3,4,7,0,1
"1842",1961,49678,1,81,2,6,2,4,7,0,0
"1843",1976,60482,1,81,1,7,2,7,7,0,0
"1844",1972,55260,1,81,2,8,10,5,6,0,0
"1845",1969,67369,1,81,4,7,4,10,4,2,1
"1846",1962,47175,2,81,7,4,2,4,8,1,1
"1847",1967,68743,0,81,1,11,5,13,7,0,0
"1848",1981,56937,1,81,7,8,6,9,6,1,1
"1849",1986,83033,1,82,1,11,4,10,5,1,0
"1850",1976,37697,1,82,1,2,1,3,6,0,0
"1851",1976,37697,1,82,1,2,1,3,6,0,0
"1852",1951,44689,2,82,2,1,1,2,7,1,0
"1853",1970,23162,2,82,3,1,1,3,6,0,0
"1854",1959,63033,0,82,1,3,4,8,2,0,0
"1855",1967,40304,1,82,1,2,0,3,7,0,0
"1856",1984,40059,1,82,1,6,2,3,8,1,0
"1857",1954,80067,0,82,1,4,6,6,2,1,0
"1858",1981,36038,1,82,2,3,0,3,6,0,0
"1860",1968,40521,2,82,1,0,1,2,5,0,0
"1861",1956,66334,1,82,2,9,3,5,5,0,1
"1862",1984,11012,1,82,3,3,1,2,9,1,0
"1863",1976,31615,1,82,2,2,0,3,7,0,0
"1865",1949,69098,0,82,1,7,8,9,5,0,0
"1866",1951,70792,0,82,2,3,4,10,3,0,0
"1867",1979,17688,1,82,1,1,0,2,8,0,0
"1868",1989,25443,1,82,1,1,0,3,8,0,0
"1869",1972,57091,1,82,2,9,2,5,7,1,1
"1870",1981,24336,1,82,1,1,0,2,7,0,0
"1871",1981,51111,2,83,2,2,0,3,6,0,0
"1872",1972,44503,2,83,2,2,0,3,6,0,0
"1873",1971,56850,1,83,1,1,1,3,2,0,0
"1874",1969,66582,0,83,1,2,8,9,1,0,0
"1875",1985,23148,0,83,1,2,0,3,7,0,0
"1876",1964,82224,0,83,1,6,9,5,3,1,0
"1877",1974,61917,2,83,1,2,0,4,5,0,0
"1878",1966,43482,3,83,3,2,0,4,6,0,0
"1879",1979,68274,2,83,2,4,2,5,3,0,0
"1880",1974,42373,2,83,5,2,1,5,5,0,0
"1882",1979,57537,1,83,4,4,3,8,4,0,0
"1883",1958,80995,1,83,1,8,9,4,4,0,0
"1884",1976,30992,1,83,1,1,0,3,7,0,0
"1885",1976,30992,1,83,1,1,0,3,7,0,0
"1886",1971,78642,1,83,1,4,9,4,6,0,0
"1887",1955,74268,0,83,1,4,3,5,2,0,0
"1888",1962,75072,1,83,2,5,4,8,3,0,0
"1889",1963,56253,1,83,4,7,2,9,6,0,0
"1890",1955,59925,1,83,3,9,2,9,6,0,0
"1891",1960,62807,1,83,3,5,3,12,5,0,0
"1892",1960,62807,1,83,3,5,3,12,5,0,0
"1893",1970,23626,1,84,3,3,1,3,5,0,0
"1894",1976,46106,2,84,1,1,1,2,6,0,0
"1895",1965,81168,0,84,1,6,4,7,3,1,0
"1896",1979,27244,1,84,2,2,2,2,7,0,0
"1897",1957,26091,2,84,3,2,1,3,5,0,0
"1898",1957,26091,2,84,3,2,1,3,5,0,0
"1899",1969,43142,2,84,1,1,0,2,7,0,0
"1900",1971,38232,2,84,4,3,1,3,5,0,0
"1901",1985,92533,0,84,1,6,5,11,2,2,0
"1902",1945,63285,0,84,1,6,5,13,3,0,0
"1903",1955,38946,1,84,2,3,1,6,5,0,0
"1904",1955,38946,1,84,2,3,1,6,5,0,0
"1905",1975,40233,1,84,5,2,1,5,6,0,0
"1906",1969,46831,2,84,2,1,2,2,4,0,0
"1907",1987,67605,0,84,1,2,8,6,1,0,0
"1908",1976,70379,1,84,3,6,3,13,4,0,0
"1909",1957,77297,0,84,1,5,7,9,4,1,0
"1910",1962,55759,1,84,5,10,3,8,8,0,0
"1911",1951,58217,3,84,1,2,0,4,6,0,0
"1912",1976,51369,1,84,2,8,2,4,8,0,0
"1913",1976,51369,1,84,2,8,2,4,8,0,0
"1914",1956,91249,0,84,0,7,9,6,4,4,1
"1915",1978,52513,0,84,2,9,5,9,7,0,0
"1916",1970,44159,1,85,4,4,1,6,5,0,0
"1917",1962,76081,0,85,1,4,5,4,2,1,0
"1918",1962,76081,0,85,1,4,5,4,2,1,0
"1919",1974,39996,2,85,1,1,0,2,6,0,0
"1920",1973,55012,1,85,6,8,2,9,5,0,0
"1921",1947,77457,0,85,1,2,5,10,1,1,0
"1922",1963,80695,0,85,1,5,8,5,2,0,0
"1923",1956,71866,1,85,1,6,3,10,3,0,0
"1924",1982,73450,0,85,1,7,8,11,3,2,0
"1925",1944,55614,0,85,1,9,4,6,7,1,0
"1926",1949,156924,0,85,0,0,0,0,0,0,0
"1927",1967,30753,2,85,2,1,1,3,5,0,0
"1928",1956,54603,2,85,6,4,2,4,7,0,0
"1929",1975,22280,1,85,1,1,0,2,8,0,0
"1930",1951,59385,2,85,2,3,1,4,5,0,0
"1931",1955,76998,1,85,2,11,8,8,6,1,0
"1932",1971,80573,0,85,1,4,6,13,2,0,0
"1933",1971,80573,0,85,1,4,6,13,2,0,0
"1934",1982,24711,0,86,1,3,0,3,7,0,0
"1935",1959,38829,1,86,1,3,2,2,5,0,0
"1936",1974,71466,0,86,1,4,4,10,1,0,0
"1937",1956,28839,2,86,2,2,0,3,5,0,0
"1938",1951,53790,2,86,3,7,2,8,6,0,0
"1939",1951,73705,2,86,2,9,6,8,5,0,0
"1940",1982,22448,1,86,3,2,1,3,3,0,0
"1941",1976,12571,1,86,4,3,1,3,6,0,0
"1942",1960,73113,0,86,1,3,4,7,2,0,0
"1943",1990,35765,1,86,2,2,0,4,6,0,0
"1944",1966,46734,3,86,4,3,2,3,6,1,0
"1945",1963,66313,1,86,2,6,3,12,4,0,0
"1946",1957,68148,0,86,1,4,4,6,2,0,0
"1947",1965,44393,2,86,2,1,0,4,4,0,0
"1948",1986,38197,1,86,1,1,0,3,5,0,0
"1949",1946,51012,0,86,1,4,1,4,6,0,0
"1950",1946,51012,0,86,1,4,1,4,6,0,0
"1951",1960,13672,2,86,2,1,0,3,8,0,0
"1952",1953,41452,2,86,1,1,0,2,7,0,0
"1953",1982,42081,1,86,2,6,3,4,6,1,0
"1954",1986,14906,0,86,3,2,1,3,7,0,0
"1955",1985,33812,1,86,2,2,1,3,6,0,0
"1956",1975,46098,2,86,4,3,2,2,8,0,0
"1957",1975,46098,2,86,4,3,2,2,8,0,0
"1958",1975,46098,2,86,4,3,2,2,8,0,1
"1959",1956,53230,1,86,4,5,2,12,5,0,0
"1960",1989,88420,0,87,1,4,7,8,1,3,0
"1961",1963,39548,2,87,2,1,1,3,3,0,0
"1962",1953,61278,1,87,2,3,1,4,6,0,0
"1963",1964,81246,0,87,1,4,5,7,1,2,0
"1964",1975,58330,1,87,1,6,4,13,4,0,0
"1965",1975,58330,1,87,1,6,4,13,4,0,0
"1966",1967,65777,0,87,1,2,8,6,1,0,0
"1967",1980,70829,2,87,2,4,2,8,3,0,0
"1969",1962,59247,2,87,5,5,2,9,6,0,0
"1970",1967,25930,2,87,1,1,0,2,7,0,0
"1971",1959,54753,1,87,3,5,2,11,4,0,0
"1972",1974,28440,1,87,1,2,0,3,8,0,0
"1973",1973,23559,1,87,3,3,0,3,7,0,0
"1974",1952,62335,1,87,2,3,3,13,2,0,0
"1975",1979,63777,2,87,8,11,1,6,8,0,0
"1976",1972,59666,2,87,7,3,2,8,8,1,0
"1977",1956,50965,1,87,3,10,4,5,8,1,0
"1978",1965,71488,0,87,2,3,4,7,1,0,0
"1979",1952,72228,0,87,1,6,7,8,3,0,0
"1980",1953,46231,3,87,4,6,1,4,9,0,0
"1981",1974,75702,1,87,1,10,5,13,6,1,0
"1982",1971,43300,1,87,3,4,0,4,8,0,1
"1983",1957,78618,0,87,1,4,7,10,2,1,0
"1985",1985,29760,1,87,4,3,1,4,8,0,0
"1986",1985,29760,1,87,4,3,1,4,8,0,0
"1987",1962,50127,1,88,1,5,1,6,6,1,0
"1988",1988,29604,1,88,1,1,0,3,9,1,0
"1989",1952,49413,1,88,2,4,2,5,5,0,0
"1990",1958,51876,0,88,1,2,2,8,1,0,0
"1991",1974,45837,2,88,5,6,2,5,7,0,0
"1992",1962,85696,0,88,1,4,6,9,1,0,1
"1993",1962,85696,0,88,1,4,6,9,1,0,1
"1994",1962,59432,1,88,3,5,3,11,5,0,0
"1995",1951,43185,1,88,2,9,3,6,8,0,0
"1996",1975,60631,2,88,5,9,2,8,7,1,0
"1997",1985,20559,1,88,2,2,0,3,8,0,0
"1998",1956,50898,2,88,13,6,2,12,5,0,0
"1999",1978,73807,1,88,2,5,5,11,2,0,0
"2000",1956,14661,0,88,1,1,0,3,6,0,0
"2001",1954,36807,2,88,1,1,0,2,6,0,0
"2002",1975,46772,1,88,6,11,8,5,8,1,0
"2003",1947,81574,0,89,1,4,5,8,1,2,0
"2004",1976,30772,2,89,1,1,0,2,6,0,0
"2005",1978,46377,1,89,1,2,1,3,4,0,0
"2006",1974,78128,1,89,2,8,4,6,3,2,0
"2007",1972,83443,0,89,1,6,10,5,2,0,0
"2008",1960,50523,2,89,2,2,0,4,6,0,0
"2009",1965,47009,1,89,4,3,2,8,4,0,0
"2010",1967,37054,2,89,2,1,0,3,7,0,0
"2011",1971,32011,1,89,3,2,1,4,7,0,0
"2012",1962,82122,0,89,1,3,9,13,1,1,0
"2013",1975,70300,1,89,3,5,5,13,8,0,0
"2014",1976,21024,0,89,1,2,0,4,7,0,0
"2015",1968,34916,2,89,4,5,1,3,9,0,0
"2016",1967,27943,2,89,3,2,0,3,8,0,0
"2017",1971,39791,1,89,2,3,1,4,7,0,0
"2018",1965,62745,1,89,3,7,8,11,5,0,0
"2019",1969,18589,0,89,2,2,1,3,7,0,0
"2020",1976,85606,1,89,2,6,7,9,3,1,0
"2021",1951,26997,0,89,2,4,2,5,7,0,0
"2022",1961,82332,0,89,1,5,3,12,2,1,1
"2023",1970,38853,2,90,2,2,0,3,7,0,0
"2024",1968,27071,1,90,2,2,0,3,6,0,0
"2025",1954,90933,0,90,1,4,6,4,1,1,0
"2026",1966,65814,1,90,3,8,2,10,5,0,0
"2027",1958,74250,0,90,1,2,11,4,1,0,0
"2028",1976,33181,1,90,1,1,0,2,6,1,0
"2029",1944,45006,0,90,1,3,1,7,3,0,0
"2030",1958,42315,1,90,3,1,4,4,3,0,0
"2031",1950,48699,2,90,1,1,0,3,5,0,0
"2032",1954,59111,0,90,1,11,1,8,7,0,0
"2033",1955,48726,1,90,3,3,2,4,6,0,0
"2034",1955,37244,2,90,1,1,1,2,7,1,0
"2035",1970,74854,3,90,7,2,5,5,5,0,0
"2036",1964,60896,1,90,3,9,10,4,6,0,1
"2037",1988,67546,0,90,1,4,10,5,3,0,0
"2038",1988,67546,0,90,1,4,10,5,3,0,0
"2039",1987,46923,1,90,3,5,1,7,7,0,0
"2040",1972,38988,3,90,7,5,1,6,8,0,0
"2041",1971,49118,0,90,2,9,7,10,7,2,1
